title,author,year,journal,primary_domain,trend_topics,collections,canonical_old_path,source_txt,source_pdf,duplicate_count,warning
法益衡平视域下商业秘密合理获取规则的体系化构建,蔡川子,2026,现代法学,知产相关反不正当竞争,商业秘密保护与合理获取,反不正当竞争法,专题/反不正当竞争法/papers/法益衡平视域下商业秘密合理获取规则的体系化构建_蔡川子.md,txt/法益衡平视域下商业秘密合理获取规则的体系化构建_蔡川子.txt,data/法益衡平视域下商业秘密合理获取规则的体系化构建_蔡川子.pdf,1,
注册商标无效宣告绝对事由的正解与修订,孔祥俊,2024,知识产权,商标法,商标注册、使用与恶意申请；商业标识、地理标志与混淆,上海交大知产,papers/注册商标无效宣告绝对事由的正解与修订_孔祥俊.md,txt/注册商标无效宣告绝对事由的正解与修订_孔祥俊.txt,data/注册商标无效宣告绝对事由的正解与修订_孔祥俊.pdf,1,
涉深度链接刑事案件难点解析,王迁,2023,检察风云,知识产权—著作权法,网络传播行为与平台版权责任,华政王迁,papers/涉深度链接刑事案件难点解析_王迁.md,txt/涉深度链接刑事案件难点解析_王迁.txt,data/涉深度链接刑事案件难点解析_王迁.pdf,1,
深层链接直接侵权责任认定的实质提供标准,蒋舸,2021,现代法学,知识产权—著作权法,网络传播行为与平台版权责任,清华知产,papers/深层链接直接侵权责任认定的实质提供标准_蒋舸.md,txt/深层链接直接侵权责任认定的实质提供标准_蒋舸.txt,data/深层链接直接侵权责任认定的实质提供标准_蒋舸.pdf,1,
演绎作品创作的专有权与合理使用抗辩,金海军,2022,《中国版权》2022年第6期（总第126期）,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,人大知产,专题/人大知产/papers/演绎作品创作的专有权与合理使用抗辩_金海军.md,txt/演绎作品创作的专有权与合理使用抗辩_金海军.txt,data/演绎作品创作的专有权与合理使用抗辩_金海军.pdf,1,原PDF文字层存在字形编码异常，正文已结合中文OCR复核；个别外文姓名和脚注字符仍可能有识别误差。
猎鹰的回旋：衍生数据的财产规则,许可,2026,中国法律评论,数据法、个人信息与算法治理,AI模型、智能体与新型客体保护,著作权法近两年,专题/著作权法近两年/papers/猎鹰的回旋：衍生数据的财产规则_许可.md,txt/猎鹰的回旋：衍生数据的财产规则_许可.txt,data/猎鹰的回旋：衍生数据的财产规则_许可.pdf,1,
理念变革与制度演化：《反不正当竞争法》30年回望与前瞻,孔祥俊,2023,知识产权,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,上海交大知产,papers/理念变革与制度演化：《反不正当竞争法》30年回望与前瞻_孔祥俊.md,txt/理念变革与制度演化：《反不正当竞争法》30年回望与前瞻_孔祥俊.txt,data/理念变革与制度演化：《反不正当竞争法》30年回望与前瞻_孔祥俊.pdf,1,
生成式人工智能服务输出侵犯版权内容的救济研究,王杰,2024,科技与出版,知识产权—著作权法,生成式AI输出侵权与服务提供者责任,上海交大知产；著作权法近两年,papers/生成式人工智能服务输出侵犯版权内容的救济研究_王杰.md,txt/生成式人工智能服务输出侵犯版权内容的救济研究_王杰.txt,data/生成式人工智能服务输出侵犯版权内容的救济研究_王杰.pdf,2,
生成式人工智能机器学习的版权争议及应对（上）,胡开忠、江璐迪,2024,版权理论与实务,知识产权—著作权法,大模型训练数据的复制权、合理使用与许可；著作权限制、例外与合理使用,上海交大知产,papers/生成式人工智能机器学习的版权争议及应对（上）_胡开忠.md,txt/生成式人工智能机器学习的版权争议及应对（上）_胡开忠.txt,data/生成式人工智能机器学习的版权争议及应对（上）_胡开忠.pdf,1,
生成式人工智能机器学习的版权争议及应对（下）,胡开忠、江璐迪,2024,版权理论与实务,知识产权—著作权法,大模型训练数据的复制权、合理使用与许可；著作权限制、例外与合理使用,上海交大知产,papers/生成式人工智能机器学习的版权争议及应对（下）_胡开忠.md,txt/生成式人工智能机器学习的版权争议及应对（下）_胡开忠.txt,data/生成式人工智能机器学习的版权争议及应对（下）_胡开忠.pdf,1,
生成式人工智能模型训练中作品数据的著作权保护,郭万明,2025,江苏社会科学,知识产权—著作权法,著作权限制、例外与合理使用；AI模型、智能体与新型客体保护,著作权法近两年,专题/著作权法近两年/papers/生成式人工智能模型训练中作品数据的著作权保护_郭万明.md,txt/生成式人工智能模型训练中作品数据的著作权保护_郭万明.txt,data/生成式人工智能模型训练中作品数据的著作权保护_郭万明.pdf,1,
生成式人工智能背景下作品风格的著作权保护,姚叶,2025,清华法学,知识产权—著作权法,著作权作品、独创性与表达边界,著作权法近两年,专题/著作权法近两年/papers/生成式人工智能背景下作品风格的著作权保护_姚叶.md,txt/生成式人工智能背景下作品风格的著作权保护_姚叶.txt,data/生成式人工智能背景下作品风格的著作权保护_姚叶.pdf,1,
生成式人工智能著作权争议的法治回应,王迁,2024,法治实践,知识产权—著作权法,大模型训练数据的复制权、合理使用与许可；AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界,华政王迁,papers/生成式人工智能著作权争议的法治回应_王迁.md,txt/生成式人工智能著作权争议的法治回应_王迁.txt,data/生成式人工智能著作权争议的法治回应_王迁.pdf,1,
《生物安全法》应重点管控生物技术研究和商业化应用,崔国斌,2019,北京航空航天大学学报（社会科学版）,其他知识产权与综合治理,标准必要专利、FRAND与禁诉令,清华知产,papers/《生物安全法》应重点管控生物技术研究和商业化应用_崔国斌.md,txt/《生物安全法》应重点管控生物技术研究和商业化应用_崔国斌.txt,data/《生物安全法》应重点管控生物技术研究和商业化应用_崔国斌.pdf,1,
由政策治理到规则治理——当前我国知识产权保护的转型问题,孔祥俊,2020,知识产权保护,其他知识产权与综合治理,知识产权综合治理,上海交大知产,papers/由政策治理到规则治理——当前我国知识产权保护的转型问题_孔祥俊.md,txt/由政策治理到规则治理——当前我国知识产权保护的转型问题_孔祥俊.txt,data/由政策治理到规则治理——当前我国知识产权保护的转型问题_孔祥俊.pdf,1,
电子游戏规则著作权保护之否定,王迁,2024,法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/电子游戏规则著作权保护之否定_王迁.md,txt/电子游戏规则著作权保护之否定_王迁.txt,data/电子游戏规则著作权保护之否定_王迁.pdf,1,
知识产权“客体—对象”区分论解析,李琛,2023,《知识产权》2023年第12期,其他知识产权与综合治理,知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/知识产权“客体—对象”区分论解析_李琛.md,txt/知识产权“客体—对象”区分论解析_李琛.txt,data/知识产权“客体—对象”区分论解析_李琛.pdf,1,
知识产权强国建设下的反不正当竞争法适用完善——基于行政规章和司法解释征求意见稿的展开,孔祥俊,2021,知识产权,纯反不正当竞争,商业标识、地理标志与混淆；反不正当竞争法一般条款、商业道德与行为类型化；知识产权基础理论与制度治理,上海交大知产,papers/知识产权强国建设下的反不正当竞争法适用完善——基于行政规章和司法解释征求意见稿的展开_孔祥俊.md,txt/知识产权强国建设下的反不正当竞争法适用完善——基于行政规章和司法解释征求意见稿的展开_孔祥俊.txt,data/知识产权强国建设下的反不正当竞争法适用完善——基于行政规章和司法解释征求意见稿的展开_孔祥俊.pdf,1,
知识产权恶意诉讼的反不正当竞争法规制,李扬,2026,中国应用法学,知产相关反不正当竞争,商业标识、地理标志与混淆；反不正当竞争法一般条款、商业道德与行为类型化,反不正当竞争法,专题/反不正当竞争法/papers/知识产权恶意诉讼的反不正当竞争法规制_李扬.md,txt/知识产权恶意诉讼的反不正当竞争法规制_李扬.txt,data/知识产权恶意诉讼的反不正当竞争法规制_李扬.pdf,1,
知识产权惩罚性赔偿的比较法考察及其启示,刘银良,2022,法学,其他知识产权与综合治理,知识产权救济与损害赔偿,北大知产,专题/北大知产/papers/知识产权惩罚性赔偿的比较法考察及其启示_刘银良.md,txt/知识产权惩罚性赔偿的比较法考察及其启示_刘银良.txt,data/知识产权惩罚性赔偿的比较法考察及其启示_刘银良.pdf,1,
知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角,刘银良,2022,法学研究,其他知识产权与综合治理,知识产权救济与损害赔偿,北大知产,专题/北大知产/papers/知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角_刘银良.md,txt/知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角_刘银良.txt,data/知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角_刘银良.pdf,1,
知识产权损害赔偿惩罚体系的构建,张广良,2020,《法学》2020年第5期,其他知识产权与综合治理,知识产权救济与损害赔偿；知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/知识产权损害赔偿惩罚体系的构建_张广良.md,txt/知识产权损害赔偿惩罚体系的构建_张广良.txt,data/知识产权损害赔偿惩罚体系的构建_张广良.pdf,1,原PDF文字层存在异常字形、字间空格和字符总量异常；本笔记以逐页中文OCR结果并结合原文字层复核，个别外文姓名、案号和脚注字符仍可能有识别误差。
知识产权条约视角下新型竞争行为的规制,冯术杰,2018,,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化；传统文化、公共健康与国际规则,清华知产,papers/知识产权条约视角下新型竞争行为的规制_冯术杰.md,txt/知识产权条约视角下新型竞争行为的规制_冯术杰.txt,data/知识产权条约视角下新型竞争行为的规制_冯术杰.pdf,1,
知识产权法与反不正当竞争法一般条款的关系——以图式的认知经济性为分析视角,蒋舸,2019,法学研究,知产相关反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化；知识产权基础理论与制度治理,清华知产,papers/知识产权法与反不正当竞争法一般条款的关系_蒋舸.md,txt/知识产权法与反不正当竞争法一般条款的关系——以图式的认知经济性为分析视角_蒋舸.txt,data/知识产权法与反不正当竞争法一般条款的关系——以图式的认知经济性为分析视角_蒋舸.pdf,1,
知识产权法定赔偿向传统损害赔偿方式的回归,蒋舸,2019,法商研究,其他知识产权与综合治理,知识产权救济与损害赔偿,清华知产,papers/知识产权法定赔偿向传统损害赔偿方式的回归_蒋舸.md,txt/知识产权法定赔偿向传统损害赔偿方式的回归_蒋舸.txt,data/知识产权法定赔偿向传统损害赔偿方式的回归_蒋舸.pdf,1,
知识产权的制度理性与制度建设,刘银良,2022,《北大知识产权评论（2020—2021年卷）》,其他知识产权与综合治理,知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/知识产权的制度理性与制度建设_刘银良.md,txt/知识产权的制度理性与制度建设_刘银良.txt,data/知识产权的制度理性与制度建设_刘银良.pdf,1,
知识财产利益权利化路径之反思,黎华献,2020,《现代法学》2020年第3期,其他知识产权与综合治理,知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/知识财产利益权利化路径之反思_黎华献.md,txt/知识财产利益权利化路径之反思_黎华献.txt,data/知识财产利益权利化路径之反思_黎华献.pdf,1,
私人复制的著作权法制度应对：从机械复制到云服务,杨明,2021,《中国法学》2021年第1期,知识产权—著作权法,著作权限制、例外与合理使用；平台竞争与反垄断,北大知产,专题/北大知产/papers/私人复制的著作权法制度应对：从机械复制到云服务_杨明.md,txt/私人复制的著作权法制度应对：从机械复制到云服务_杨明.txt,data/私人复制的著作权法制度应对：从机械复制到云服务_杨明.pdf,1,
立法修改视角下的技术措施保护范围,王迁,2022,中外法学,知识产权—著作权法,网络传播行为与平台版权责任；著作权作品、独创性与表达边界,华政王迁,papers/立法修改视角下的技术措施保护范围_王迁.md,txt/立法修改视角下的技术措施保护范围_王迁.txt,data/立法修改视角下的技术措施保护范围_王迁.pdf,1,
竞争行为正当性评价中的商业惯例因素,蒋舸,2019,法学评论,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化,清华知产,papers/竞争行为正当性评价中的商业惯例因素_蒋舸.md,txt/竞争行为正当性评价中的商业惯例因素_蒋舸.txt,data/竞争行为正当性评价中的商业惯例因素_蒋舸.pdf,1,
算法歧视的类型界分与规制范式重构,曹博,2021,现代法学,数据法、个人信息与算法治理,个人信息权利与平台治理；算法治理与数字人格,上海交大知产,papers/算法歧视的类型界分与规制范式重构_曹博.md,txt/算法歧视的类型界分与规制范式重构_曹博.txt,data/算法歧视的类型界分与规制范式重构_曹博.pdf,1,
纯指令类人工智能生成内容的竞争法保护,胡开忠、江璐迪,2025,知识产权,知产相关反不正当竞争,AIGC可版权性、创作行为与作者认定,上海交大知产；著作权法近两年,papers/纯指令类人工智能生成内容的竞争法保护_胡开忠.md,txt/纯指令类人工智能生成内容的竞争法保护_胡开忠.txt,data/纯指令类人工智能生成内容的竞争法保护_胡开忠.pdf,2,
网盘服务涉及的著作权侵权问题研究,王迁,2025,法律科学,知识产权—著作权法,生成式AI输出侵权与服务提供者责任；网络传播行为与平台版权责任,华政王迁,papers/网盘服务涉及的著作权侵权问题研究_王迁.md,txt/网盘服务涉及的著作权侵权问题研究_王迁.txt,data/网盘服务涉及的著作权侵权问题研究_王迁.pdf,1,
网络反爬虫措施的法律定性,崔国斌,2023,中国法律评论,知产相关反不正当竞争,商业数据确权与竞争法保护,清华知产,papers/网络反爬虫措施的法律定性_崔国斌.md,txt/网络反爬虫措施的法律定性_崔国斌.txt,data/网络反爬虫措施的法律定性_崔国斌.pdf,1,
网络存储空间服务提供者的注意义务新解,王杰,2020,法律科学（西北政法大学学报）,知识产权—著作权法,生成式AI输出侵权与服务提供者责任；平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,上海交大知产；著作权法近两年,papers/网络存储空间服务提供者的注意义务新解_王杰.md,txt/网络存储空间服务提供者的注意义务新解_王杰.txt,data/网络存储空间服务提供者的注意义务新解_王杰.pdf,2,
网络恶意不兼容的法律构造与规制逻辑——基于《反不正当竞争法》互联网专条的展开,孔祥俊,2021,比较法研究,纯反不正当竞争,竞争秩序与行为规制,上海交大知产,papers/网络恶意不兼容的法律构造与规制逻辑_孔祥俊.md,txt/网络恶意不兼容的法律构造与规制逻辑——基于《反不正当竞争法》互联网专条的展开_孔祥俊.txt,data/网络恶意不兼容的法律构造与规制逻辑——基于《反不正当竞争法》互联网专条的展开_孔祥俊.pdf,1,
网络游戏直播的法律关系解析,刘银良,2020,《知识产权》2020年第3期,知识产权—著作权法,著作权权利体系与传统作品问题,北大知产,专题/北大知产/papers/网络游戏直播的法律关系解析_刘银良.md,txt/网络游戏直播的法律关系解析_刘银良.txt,data/网络游戏直播的法律关系解析_刘银良.pdf,1,
网络游戏著作权保护的裁判逻辑,杨明,2024,《南京社会科学》2024年第1期,知识产权—著作权法,著作权作品、独创性与表达边界；知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/网络游戏著作权保护的裁判逻辑_杨明.md,txt/网络游戏著作权保护的裁判逻辑_杨明.txt,data/网络游戏著作权保护的裁判逻辑_杨明.pdf,1,
网络版权内容过滤措施的言论保护审查,崔国斌,2021,中外法学,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,清华知产,papers/网络版权内容过滤措施的言论保护审查_崔国斌.md,txt/网络版权内容过滤措施的言论保护审查_崔国斌.txt,data/网络版权内容过滤措施的言论保护审查_崔国斌.pdf,1,
网络环境下广播组织权利内容立法的反思与重构——以“修正的信号说”为基础,胡开忠,2019,法律科学（西北政法大学学报）,知识产权—著作权法,著作权作品、独创性与表达边界,原论文库,papers/网络环境下广播组织权利内容立法的反思与重构——以“修正的信号说”为基础_胡开忠.md,txt/网络环境下广播组织权利内容立法的反思与重构——以“修正的信号说”为基础_胡开忠.txt,data/网络环境下广播组织权利内容立法的反思与重构——以“修正的信号说”为基础_胡开忠.pdf,1,
网络著作权侵权规则的守正与创新——立法论与解释论的二元视角分析,孔祥俊,2025,政法论丛,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,上海交大知产,papers/网络著作权侵权规则的守正与创新——立法论与解释论的二元视角分析_孔祥俊.md,txt/网络著作权侵权规则的守正与创新——立法论与解释论的二元视角分析_孔祥俊.txt,data/网络著作权侵权规则的守正与创新——立法论与解释论的二元视角分析_孔祥俊.pdf,1,
美国著作权合理使用的规范建构与司法扩张,金海军,2024,《世界社会科学》2024年第2期,知识产权—著作权法,著作权限制、例外与合理使用；反不正当竞争法一般条款、商业道德与行为类型化,人大知产,专题/人大知产/papers/美国著作权合理使用的规范建构与司法扩张_金海军.md,txt/美国著作权合理使用的规范建构与司法扩张_金海军.txt,data/美国著作权合理使用的规范建构与司法扩张_金海军.pdf,1,
肖像许可使用合同中的人格保护规则探究,孙靖洲,2023,《法学》2023年第11期,数据法、个人信息与算法治理,个人信息权利与平台治理,人大知产,专题/人大知产/papers/肖像许可使用合同中的人格保护规则探究_孙靖洲.md,txt/肖像许可使用合同中的人格保护规则探究_孙靖洲.txt,data/肖像许可使用合同中的人格保护规则探究_孙靖洲.pdf,1,
著作权侵权平台责任的关键问题及其化解：过错认定与必要措施,王迁,2026,中外法学,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,华政王迁,papers/著作权侵权平台责任的关键问题及其化解：过错认定与必要措施_王迁.md,txt/著作权侵权平台责任的关键问题及其化解：过错认定与必要措施_王迁.txt,data/著作权侵权平台责任的关键问题及其化解：过错认定与必要措施_王迁.pdf,1,
著作权兜底条款的是非与选择,刘银良,2019,《法学》2019年第11期,知识产权—著作权法,著作权作品、独创性与表达边界；反不正当竞争法一般条款、商业道德与行为类型化；知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/著作权兜底条款的是非与选择_刘银良.md,txt/著作权兜底条款的是非与选择_刘银良.txt,data/著作权兜底条款的是非与选择_刘银良.pdf,1,原PDF文字层严重乱码；本笔记依据18页逐页中文OCR并结合原文字层复核，个别引文和注释宜回看PDF。
著作权法三步检验标准的误解澄清与本土重塑,万勇,2022,《上海政法学院学报（法治论丛）》2022年第4期,知识产权—著作权法,著作权限制、例外与合理使用；传统文化、公共健康与国际规则,人大知产,专题/人大知产/papers/著作权法三步检验标准的误解澄清与本土重塑_万勇.md,txt/著作权法三步检验标准的误解澄清与本土重塑_万勇.txt,data/著作权法三步检验标准的误解澄清与本土重塑_万勇.pdf,1,
著作权法与反不正当竞争法的“平行保护”界分,孙山,2025,交大法学,知产相关反不正当竞争,知识产权与竞争法保护边界,著作权法近两年,专题/著作权法近两年/papers/著作权法与反不正当竞争法的“平行保护”界分_孙山.md,txt/著作权法与反不正当竞争法的“平行保护”界分_孙山.txt,data/著作权法与反不正当竞争法的“平行保护”界分_孙山.pdf,1,
著作权法中传播权的体系,王迁,2021,法学研究,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/著作权法中传播权的体系_王迁.md,txt/著作权法中传播权的体系_王迁.txt,data/著作权法中传播权的体系_王迁.pdf,1,
著作权法中作品独创性的技术逻辑,王国柱,2025,中国法学,知识产权—著作权法,著作权作品、独创性与表达边界,著作权法近两年,专题/著作权法近两年/papers/著作权法中作品独创性的技术逻辑_王国柱.md,txt/著作权法中作品独创性的技术逻辑_王国柱.txt,data/著作权法中作品独创性的技术逻辑_王国柱.pdf,1,
著作权法中的公众使用权,刘银良,2020,《中国社会科学》2020年第10期,知识产权—著作权法,著作权限制、例外与合理使用；知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/著作权法中的公众使用权_刘银良.md,txt/著作权法中的公众使用权_刘银良.txt,data/著作权法中的公众使用权_刘银良.pdf,1,
著作权法中认定传播行为的“新公众标准”批判——兼论“新传播源标准”,王迁,2022,当代法学,知识产权—著作权法,网络传播行为与平台版权责任,华政王迁,papers/著作权法中认定传播行为的“新公众标准”批判——兼论“新传播源标准”_王迁.md,txt/著作权法中认定传播行为的“新公众标准”批判——兼论“新传播源标准”_王迁.txt,data/著作权法中认定传播行为的“新公众标准”批判——兼论“新传播源标准”_王迁.pdf,1,
《著作权法》修改：关键条款的解读与分析（上）,王迁,2021,2021年第1期,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,华政王迁,papers/《著作权法》修改：关键条款的解读与分析（上）_王迁.md,txt/《著作权法》修改：关键条款的解读与分析（上）_王迁.txt,data/《著作权法》修改：关键条款的解读与分析（上）_王迁.pdf,1,
《著作权法》修改：关键条款的解读与分析（下）,王迁,2021,2021年第2期,知识产权—著作权法,著作权作品、独创性与表达边界；知识产权救济与损害赔偿,华政王迁,papers/《著作权法》修改：关键条款的解读与分析（下）_王迁.md,txt/《著作权法》修改：关键条款的解读与分析（下）_王迁.txt,data/《著作权法》修改：关键条款的解读与分析（下）_王迁.pdf,1,
著作权法如何应对Web3.0挑战：以视听内容为样本,曹博,2023,东方法学,知识产权—著作权法,平台过滤义务、避风港与通知移除；著作权限制、例外与合理使用,上海交大知产,papers/著作权法如何应对Web3.0挑战：以视听内容为样本_曹博.md,txt/著作权法如何应对Web3.0挑战：以视听内容为样本_曹博.txt,data/著作权法如何应对Web3.0挑战：以视听内容为样本_曹博.pdf,1,
《著作权法实施条例》相关术语解读及修改建议,王迁,2024,中国版权,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/《著作权法实施条例》相关术语解读及修改建议_王迁.md,txt/《著作权法实施条例》相关术语解读及修改建议_王迁.txt,data/《著作权法实施条例》相关术语解读及修改建议_王迁.pdf,1,
著作权法强制性过滤机制的中国选择,万勇,2021,《法商研究》2021年第6期,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,人大知产,专题/人大知产/papers/著作权法强制性过滤机制的中国选择_万勇.md,txt/著作权法强制性过滤机制的中国选择_万勇.txt,data/著作权法强制性过滤机制的中国选择_万勇.pdf,1,
《著作权法》权利类型兜底条款的功能诠释,孙山,2026,法商研究2026年第2期,知识产权—著作权法,著作权权利体系与传统作品问题,著作权法近两年,专题/著作权法近两年/papers/《著作权法》权利类型兜底条款的功能诠释_孙山.md,txt/《著作权法》权利类型兜底条款的功能诠释_孙山.txt,data/《著作权法》权利类型兜底条款的功能诠释_孙山.pdf,1,
《著作权法》署名推定规则的渊源考释,金海军,2026,《中国版权》2026年第1期（总第145期）,知识产权—著作权法,传统文化、公共健康与国际规则；知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/《著作权法》署名推定规则的渊源考释_金海军.md,txt/《著作权法》署名推定规则的渊源考释_金海军.txt,data/《著作权法》署名推定规则的渊源考释_金海军.pdf,1,
著作权法规制生成式人工智能数据训练行为的理论争议与路径选择,徐聪颖,2026,河北法学,知识产权—著作权法,著作权限制、例外与合理使用,著作权法近两年,专题/著作权法近两年/papers/著作权法规制生成式人工智能数据训练行为的理论争议与路径选择_徐聪颖.md,txt/著作权法规制生成式人工智能数据训练行为的理论争议与路径选择_徐聪颖.txt,data/著作权法规制生成式人工智能数据训练行为的理论争议与路径选择_徐聪颖.pdf,1,
著作权法限制音乐专有许可的正当性,王迁,2019,法学研究,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,华政王迁,papers/著作权法限制音乐专有许可的正当性_王迁.md,txt/著作权法限制音乐专有许可的正当性_王迁.txt,data/著作权法限制音乐专有许可的正当性_王迁.pdf,1,
著作权直接侵权认定中的“用户感知”因素——从复制权到信息网络传播权,蒋舸,2021,环球法律评论,知识产权—著作权法,网络传播行为与平台版权责任,清华知产,papers/著作权直接侵权认定中的“用户感知”因素——从复制权到信息网络传播权_蒋舸.md,txt/著作权直接侵权认定中的“用户感知”因素——从复制权到信息网络传播权_蒋舸.txt,data/著作权直接侵权认定中的“用户感知”因素——从复制权到信息网络传播权_蒋舸.pdf,1,
著作权立法与司法的产业利益之维,孔祥俊,2021,法治热点问题研究,知识产权—著作权法,著作权作品、独创性与表达边界,上海交大知产,papers/著作权立法与司法的产业利益之维_孔祥俊.md,txt/著作权立法与司法的产业利益之维_孔祥俊.txt,data/著作权立法与司法的产业利益之维_孔祥俊.pdf,1,
规制专利非实施主体的正当性判断及检验,边仁君,2023,中外法学,专利法,专利侵权、救济与非实施主体,北大知产,专题/北大知产/papers/规制专利非实施主体的正当性判断及检验_边仁君.md,txt/规制专利非实施主体的正当性判断及检验_边仁君.txt,data/规制专利非实施主体的正当性判断及检验_边仁君.pdf,1,
视听作品画面与内容的二分思路,崔国斌,2020,知识产权,知识产权—著作权法,著作权作品、独创性与表达边界,清华知产,papers/视听作品画面与内容的二分思路_崔国斌.md,txt/视听作品画面与内容的二分思路_崔国斌.txt,data/视听作品画面与内容的二分思路_崔国斌.pdf,1,
警惕惩罚性赔偿在知识产权法领域的泛用——以商标法及其实践为例,冯术杰,2018,,商标法,商业标识、地理标志与混淆；知识产权救济与损害赔偿,清华知产,papers/警惕惩罚性赔偿在知识产权法领域的泛用——以商标法及其实践为例_冯术杰.md,txt/警惕惩罚性赔偿在知识产权法领域的泛用——以商标法及其实践为例_冯术杰.txt,data/警惕惩罚性赔偿在知识产权法领域的泛用——以商标法及其实践为例_冯术杰.pdf,1,
许可权抑或禁止权：广播组织权的权能研究,王迁,2023,法学研究,知识产权—著作权法,网络传播行为与平台版权责任；著作权作品、独创性与表达边界,华政王迁,papers/许可权抑或禁止权：广播组织权的权能研究_王迁.md,txt/许可权抑或禁止权：广播组织权的权能研究_王迁.txt,data/许可权抑或禁止权：广播组织权的权能研究_王迁.pdf,1,
论NFT数字作品交易的法律定性,王迁,2023,东方法学,知识产权—著作权法,网络传播行为与平台版权责任；著作权作品、独创性与表达边界,华政王迁,papers/论NFT数字作品交易的法律定性_王迁.md,txt/论NFT数字作品交易的法律定性_王迁.txt,data/论NFT数字作品交易的法律定性_王迁.pdf,1,
论个人信息保护中责任规则与财产规则的竞争及协调,曹博,2018,环球法律评论,数据法、个人信息与算法治理,个人信息权利与平台治理,原论文库,papers/论个人信息保护中责任规则与财产规则的竞争及协调_曹博.md,txt/论个人信息保护中责任规则与财产规则的竞争及协调_曹博.txt,data/论个人信息保护中责任规则与财产规则的竞争及协调_曹博.pdf,1,
论人工智能作品的著作权法地位,刘银良,2020,《政治与法律》2020年第3期,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；知识产权基础理论与制度治理,北大知产,专题/北大知产/papers/论人工智能作品的著作权法地位_刘银良.md,txt/论人工智能作品的著作权法地位_刘银良.txt,data/论人工智能作品的著作权法地位_刘银良.pdf,1,
论人工智能生成内容的可版权性_以用户的独创性表达为视角,蒋舸,2023,环球法律评论,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界,清华知产,papers/论人工智能生成内容的可版权性_以用户的独创性表达为视角_蒋舸.md,txt/论人工智能生成内容的可版权性_以用户的独创性表达为视角_蒋舸.txt,data/论人工智能生成内容的可版权性_以用户的独创性表达为视角_蒋舸.pdf,1,
论人工智能生成的内容在著作权法中的定性,王迁,2017,法律科学（西北政法大学学报）,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界,华政王迁,papers/论人工智能生成的内容在著作权法中的定性_王迁.md,txt/论人工智能生成的内容在著作权法中的定性_王迁.txt,data/论人工智能生成的内容在著作权法中的定性_王迁.pdf,1,
论作品的独创性——以滑稽模仿和后现代为视角,曹博,2011,法学杂志,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,原论文库,papers/论作品的独创性——以滑稽模仿和后现代为视角_张玉敏.md,txt/论作品的独创性——以滑稽模仿和后现代为视角_张玉敏.txt,data/论作品的独创性——以滑稽模仿和后现代为视角_张玉敏.pdf,1,
论作品类型法定——兼评“音乐喷泉案”,王迁,2019,法学评论,知识产权—著作权法,著作权作品、独创性与表达边界；传统文化、公共健康与国际规则；知识产权基础理论与制度治理,华政王迁,papers/论作品类型法定——兼评“音乐喷泉案”_王迁.md,txt/论作品类型法定——兼评“音乐喷泉案”_王迁.txt,data/论作品类型法定——兼评“音乐喷泉案”_王迁.pdf,1,
论修改权,李琛,2019,《知识产权》2019年第10期,知识产权—著作权法,知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/论修改权_李琛.md,txt/论修改权_李琛.txt,data/论修改权_李琛.pdf,1,
